index,name,gender
2558,عبد الرؤف,m
2559,عبد الرزاق,m
2560,عبدالسمی,m
2561,أبدا,m
2562,عبد الرحمان,m
2563,عبدل,m
2564,عبد العطی,m
2565,عبد الفتح,m
2566,عبدالحادی,m
2567,عبد الحلیم,m
2568,عبد الکدیر,m
2569,عبد الکریم,m
2570,عبد المالک,m
2571,عبد القادر,m
2572,عبد الرحیم,m
2573,عبد الرحمان,m
2574,عبد الرضا,m
2575,ابدُ,m
2576,عبدل,m
2577,عب الالی,m
2578,عبدل ادھیم,m
2579,عبدل افو,m
2580,عبدل علی,m
2581,عبد الاول,m
2582,عبد ل بدی,m
2583,عبدل بائس,m
2584,عبدالبصیر,m
2585,عبد ل بتن,m
2586,عبد الغنی,m
2587,عبد الحفیظ,m
2588,عبدل حنان,m
2589,عبدل حسیب,m
2590,عبدل جامی,m
2591,عبدل جواد,m
2592,عبدل کافی,m
2593,عبدل خبیر,m
2594,عبد الطیف,m
2595,عبد الماجد,m
2596,عبدل مانی,m
2597,عبدل موخر,m
2598,عبدل مومیت,m
2599,عبدل مبدے,m
2600,عبدل معید,m
2601,عبدل محثی,m
2602,عبدل مہیی,m
2603,عبدل مئید,m
2604,عبد المُنیم,m
2605,عبدل مقددم,m
2606,عبدل مقست,m
2607,عبدل متالی,m
2608,عبدل معطلی,m
2609,عبد المُطلب,m
2610,عبدل نفی,m
2611,عبدل نور,m
2612,عبدالقدیر,m
2613,عبدل قاہر,m
2614,عبدل قوی,m
2615,عبدل رب,m
2616,عبدل رفیع,m
2617,عبدل راقب,m
2618,عبدالرزاق,m
2619,عبدل ستار,m
2620,عبدل تواب,m
2621,عبدل وکیل,m
2622,عبدل ولی,m
2623,عبدل واجد,m
2624,عبدل ولی,m
2625,عبدل وارث,m
2626,عبدل ظاہر,m
2627,عبد العلیم,m
2628,عبد العظیم,m
2629,عبد العظیم,m
2630,عبد الباری,m
2631,عبد الباری,m
2632,عبد الباسط,m
2633,عبد الغفار,m
2634,عبدالغفور,m
2635,عبد الحادے,m
2636,عبد الحدیم,m
2637,عبد الحفیظ,m
2638,عبد الحکم,m
2639,عبدالحکین,m
2640,عبد الحلیم,m
2641,عبد الحمید,m
2642,عبدالحق,m
2643,عبد الحسیب,m
2644,عبدالجبار,m
2645,عبد الجابر,m
2646,عبد الجیل,m
2647,عبد الکریم,m
2648,عبد الخلق,m
2649,عبداللہ,m
2650,عبداللہ,m
2651,عبد الطیف,m
2652,عبد المجید,m
2653,عبد المالک,m
2654,عبد المتین,m
2655,عبد المجید,m
2656,عبدالمہیمن,m
2657,عبدالمعز,m
2658,عبدالمجیب,m
2659,عبد المقتدر,m
2660,عبد النصیر,m
2661,عبد القدیر,m
2662,عبد القادر,m
2663,عبد القہار,m
2664,عبدالقدوس,m
2665,عبدالرفیع,m
2666,عبد الرحیم,m
2667,عبد الرحمان,m
2668,عبدالرشید,m
2669,عبد الرؤف,m
2670,عبد الرزاق,m
2671,عبد الرحمان,m
2672,عبدالصبور,m
2673,عبدالسلام,m
2674,عبد الصمد,m
2675,عبدالشکور,m
2676,عبد الطوات,m
2677,عبدالودو,m
2678,عبدالوہاب,m
2679,عبد الوہاب,m
2680,عبد الوریتہ,m
2681,عبدل رب,m
2682,عبدل رقیب,m
2683,عبد الرحیم,m
2684,عبد الرشد,m
2685,عبد الرحمان,m
2686,عبدل صبور,m
2687,عبدل سمیع,m
2688,عبدل شفیع,m
2689,عبدل صبوح,m
2690,عبدل صبع,m
2691,عبدل شہید,m
2692,عبد السلام,m
2693,عبدل ظاہر,m
2694,عابدین,m
2695,عبیل,m
2696,ابہار,m
2697,عابق,m
2698,آبص,m
2699,ابییہ,m
2700,آبکار,m
2701,عبنات,m
2702,ابنُس,m
2703,ابو علی,m
2704,ابراد,m
2705,ابراہیم,m
2706,ابرار,m
2707,أبريق,m
2708,ابس,m
2709,ابصار,m
2710,بشم,m
2711,آبتین,m
2712,ابتن,m
2713,ابُو بکر,m
2714,ابو الخیر,m
2715,ابُو امر,m
2716,ابُو دالامہ,m
2717,ابُوداؤد,m
2718,ابُو فارس,m
2719,ابُو حفص,m
2720,ابُو حنیفہ,m
2721,ابُو ہریرہ,m
2722,ابو عیسا,m
2723,ابو جحفہ,m
2724,ابُو لوعلو,m
2725,ابُو ملک,m
2726,ابو موسٰی,m
2727,ابو طلحہ,m
2728,ابو تراب,m
2729,ابو زر,m
2730,ابُو بکر,m
2731,ابوبکر,m
2732,ابُل آئنیہ,m
2733,ابُل دُرر,m
2734,ابُل بشر,m
2735,ابل فراج,m
2736,ابُل فضل,m
2737,ابل ہیثم,m
2738,ابل حسسان,m
2739,ابل خیر,m
2740,ابُل مہزرت,m
2741,ابُل قاسیم,m
2742,ابُل وفا,m
2743,ابل یاسر,m
2744,بلفظل,m
2745,ابو الخیر,m
2746,بوتراب,m
2747,أبين,m
2748,ابزار,m
2749,اچمید,m
2750,عداد,m
2751,عدالت,m
2752,عدن,m
2753,اداوي,m
2754,عبدل قوی,m
2755,عدیل,m
2756,عدل,m
2757,آدم,m
2758,آدھین,m
2759,ادیب,m
2760,عادل شاہ,m
2761,عدل,m
2762,عدرا,m
2763,عبد العزیز,m
2764,ادوام,m
2765,ايجاز,m
2766,افخیم,m
2767,آفندی,m
2768,أفضال,m
2769,افدحال,m
2770,عفیف,m
2771,افہام,m
2772,عفیف,m
2773,عافر,m
2774,افكار,m
2775,أفلح,m
2776,افراند,m
2777,افراسیاب,m
2778,افراز,m
2779,آفرین,m
2780,افروز,m
2781,افسر,m
2782,افشار,m
2783,افتا,m
2784,فتبدن,m
2785,عفو,m
2786,افضال,m
2787,آغا,m
2788,اغلاب,m
2789,عہادیہ,m
2790,أهداف,m
2791,احکم,m
2792,حمدلله,m
2793,احمد,m
2794,أحرز,m
2795,أحسب,m
2796,أحسنلله,m
2797,احتشام,m
2798,أحيان,m
2799,ایبک,m
2800,عیاث,m
2801,عائش,m
2802,اېمل,m
2803,عین,m
2804,عین اللہ,m
2805,عائق,m
2806,اعراس,m
2807,ایثار,m
2808,عائش,m
2809,ایز,m
2810,عجام,m
2811,اجاوید,m
2812,اجدا,m
2813,أجيب,m
2814,أجر,m
2815, عجیل,m
2816,عاجل,m
2817,اجیم,m
2818,عاجز,m
2819,اجمل,m
2820,اجنت,m
2821,عجوبہ,m
2822,اجود,m
2823,اکل,m
2824,اکبر,m
2825,اکفح,m
2826,اخانغل,m
2827,أخدان,m
2828,آخی,m
2829,آخر,m
2830,اخلاق,m
2831,اخسم,m
2832,أخترزمر,m
2833,خندزدا,m
2834,اخیار,m
2835,خزر,m
2836,عاکف,m
2837,اکیلی,m
2838,اکمد,m
2839, اکرم,m
2840,اکون,m
2841,ال,m
2842,ال امین,m
2843,ال فیض,m
2844,ال رفیع,m
2845,ال صادق,m
2846,ال طیب,m
2847,اعلی الدین,m
2848, اعلٰی,m
2849,علاودین,m
2850,آلب,m
2851,الادین,m
2852,العالم,m
2853,علامت,m
2854,الملحدة,m
2855,الندا,m
2856,علاؤالدین,m
2857,البُرز,m
2858,علیم ال ہدا,m
2859,الہادی,m
2860,الحكم,m
2861,الحق,m
2862,الحسن,m
2863,الحسين,m
2864,علی,m
2865,علی اکبر,m
2866,علي حيدر,m
2867,علی حسن,m
2868,علی شان,m
2869,علی داد,m
2870,اليه,m
2871,الإي,m
2872,اللال,m
2873,المهدي,m
2874,المير,m
2875,السافي,m
2876,التآم,m
2877,الطاف حسین,m
2878,التمش,m
2879,الطيب,m
2880,التین,m
2881,الُف,m
2882,الوا,m
2883,الوان,m
2884,الوز,m
2885,الیاسا,m
2886,امان,m
2887,عماد,m
2888,اماہل,m
2889,عمل,m
2890,امان,m
2891,منددين,m
2892,عمارت,m
2893,عمات اللہ,m
2894,امدات,m
2895,امیر,m
2896,مريول,m
2897,معدودولة,m
2898,امین,m
2899,أمين,m
2900,عامر,m
2901,امجد,m
2902,عمارہ,m
2903,آمپاراتر,m
2904,عمرو,m
2905,امُد,m
2906,اناهيد,m
2907,أنساه,m
2908,عنایت,m
2909,أنين,m
2910,انیس,m
2911,عنفاص,m
2912,عنيف,m
2913,آنیس,m
2914,انجم,m
2915,أنوار,m
2916,انوشیروان,m
2917,انسب ,m
2918,أنصاري,m
2919,عنطر,m
2920,انوار,m
2921,انوارولكاريم,m
2922,عنضر,m
2923,عون,m
2924,آقا,m
2925,اقبال,m
2926,اقدس,m
2927,عقید,m
2928,عقيل,m
2929,عاقد,m
2930,عاقل,m
2931,عقیق,m
2932,عقل,m
2933,اقمار,m
2934,عقد,m
2935,اقُل,m
2936,عرا,m
2937,عربی,m
2938,عرفہ,m
2939,أرز,m
2940,ارن,m
2941,ارصب,m
2942,اراشہ,m
2943,ارشمید,m
2944,ارسطو,m
2945,عربہ,m
2946,ارباب,m
2947,اردہ,m
2948,ردم,m
2949,اردیشر,m
2950,عردون,m
2951,عريف,m
2952,عریش,m
2953,عارف,m
2954,عارفين,m
2955,ارهاب,m
2956,عریہ,m
2957,عارف,m
2958,عارفین,m
2959,أريكة,m
2960,آرق,m
2961,ارسطو,m
2962,ارجن,m
2963,عریجیہ,m
2964,ارجُمند,m
2965,اركان,m
2966,ارمان,m
2967,ارمین,m
2968,ارمون,m
2969,ارمون,m
2970,عروف,m
2971,ارسال,m
2972,ارسلان,m
2973,ارشد,m
2974,عرشما,m
2975,ارشاق,m
2976,ارشاوانت,m
2977,عرشمان,m
2978,عرشیہ,m
2979,ارسلان,m
2980,ارتابز,m
2981,عرتن,m
2982,ارتمن,m
2983,عرتن,m
2984, اروز,m
2985,عروین,m
2986,عریا,m
2987,اریامن,m
2988,آریان,m
2989,ارینو,m
2990,عریاسب,m
2991,عرض,m
2992,ارزانک,m
2993,ارزھنگ,m
2994,اسد,m
2995,عصادیل,m
2996,أصدلله,m
2997,اسفدّولہ,m
2998,اصالی,m
2999,عصر,m
3000,استوہ,m
3001,أصباغ,m
3002,ابصار,m
3003,اصدف,m
3004,أسيل,m
3005,أصير,m
3006,اسیج,m
3007,عاثم,m
3008,اصغر,m
3009,شاص,m
3010,عشب,m
3011,آشام,m
3012,اشعر,m
3013,اشارت,m
3014,اشوستا,m
3015,اشازم,m
3016,عشیق,m
3017,أسهل,m
3018,اشھُب,m
3019,عاشق,m
3020,عاشر,m
3021,اشکاما,m
3022,اشمل,m
3023,أشور,m
3024,اشرافی,m
3025,عشرت,m
3026,عششق,m
3027,اشتگ,m
3028,آشفتہ,m
3029,اشوہشت,m
3030,آصف,m
3031,اصیل,m
3032,اصیر,m
3033,اسجل,m
3034,عسکری,m
3035,اسلم,m
3036,اسلان,m
3037,اصمد,m
3038,آژمیر,m
3039,آسودہ,m
3040,یسپ,m
3041,اسرواک,m
3042,اسیرا,m
3043,اسطر,m
3044,اصتوند,m
3045,أسود,m
3046,ایساف,m
3047,اتا ال رحمن,m
3048,عطا,m
3049,عتبہ,m
3050,عطافت,m
3051,أطال,m
3052,عطا اللہ,m
3053,عطقت,m
3054,اتربرزین مہر,m
3055,اتروکشا,m
3056,اتارو,m
3057,اترش,m
3058,اتاش بہرام,m
3059,أطباق,m
3060,عطا الرحمن,m
3061,اطیب,m
3062,عتیق,m
3063,عاطر,m
3064,اطہر,m
3065,اتہیل,m
3066,عطیہ,m
3067,عاطف,m
3068,عتل,m
3069,عاتق,m
3070,اعتصام,m
3071,اطلس,m
3072,عطراب,m
3073,عطارت,m
3074,آتُف,m
3075,عوداد,m
3076,اُوفا,m
3077,اُوحاد,m
3078,اُجن,m
3079,اولاد,m
3080,عون,m
3081,اورنگ,m
3082,عُص,m
3083,اوصت,m
3084,اُطہار,m
3085,اوخشیدار,m
3086,اوستہ,m
3087,اوگن,m
3088,اویک,m
3089,اعوان,m
3090,أوز,m
3091,اعوان,m
3092,عواطف,m
3093,آِوٰن,m
3094,أواب,m
3095,اول,m
3096,آیان,m
3097,آیان,m
3098,ایاز,m
3099,آییندے,m
3100,اییار,m
3101,ایمن,m
3102,ينلهياة,m
3103,ایوب,m
3104,أيسر,m
3105,ایوب,m
3106,آیان,m
3107,ایاز,m
3108,ایوب,m
3109,عضہ,m
3110,آزان,m
3111,آزاد,m
3112,أزين,m
3113,اعظم,m
3114,ازامنن,m
3115,آزر,m
3116,ازارنگ,m
3117,عذرتاش,m
3118,عذبك,m
3119,ازاددولاح,m
3120,اظفر,m
3121,أذهان,m
3122,اظہر,m
3123,عزهمر,m
3124,آزد,m
3125,ازیگ,m
3126,عازم,m
3127,عزیمششان,m
3128,عزیزی,m
3129,ازلان,m
3130,عظم,m
3131,عظمت,m
3132,عزمی,m
3133,أزرق,m
3134,ازود,m
3135,ازددن,m
3136,اعظم,m
3137,عزام,m
3138,بابر,m
3139,باديه,m
3140,باہر,m
3141,بانی,m
3142,بارق,m
3143,باز,m
3144,بابا,m
3145,بابر,m
3146,بابی,m
3147,بابر,m
3148,بابو,m
3149,بچر,m
3150,بہرام,m
3151,بدیع,m
3152,بدیل,m
3153,بدر,m
3154,بادی,m
3155,بديلزما,m
3156,بدول عالم,m
3157,بدی الزمان,m
3158,بدر,m
3159,بدر الدین,m
3160,بدرقہ,m
3161,بدرُو,m
3162,بدردجا,m
3163,بدرُوالدین,m
3164,بیگ,m
3165,بغاو,m
3166,بغل,m
3167,بہاء,m
3168,بهالدن,m
3169,بہادر,m
3170,بہاؤدولحہ,m
3171,بحضن,m
3172,بہاؤالدین,m
3173,بهين,m
3174,بہیرہ,m
3175,بہاس,m
3176,باہیم,m
3177,بہران,m
3178,باھیت,m
3179,باہیادالدین,m
3180,بہجت,m
3181,بہلول,m
3182,بہمت,m
3183,بحر,m
3184,بحرور,m
3185,باہُوج,m
3186,باهز,m
3187,بای,m
3188,بايد,m
3189,بیگ,m
3190,بیربل,m
3191,بعجلة,m
3192,بجُل,m
3193,بقيت,m
3194,بخش,m
3195,بخت رواں,m
3196,باختر,m
3197,بختاور,m
3198,بختیار,m
3199,بخُور,m
3200,بكار,m
3201,بکر,m
3202,بكري,m
3203,باکورہ,m
3204,بالاغ,m
3205,بلک,m
3206,بلاق,m
3207,بلبن,m
3208,بليل,m
3209,بلیغ,m
3210,بلجت,m
3211,بمدت,m
3212,بندک,m
3213,بنی,m
3214, بنّا,m
3215,باقة,m
3216,باقی,m
3217,باقر,m
3218,باراہیم,m
3219,بارک,m
3220,براکہ,m
3221,بركاتلله,m
3222,براق,m
3223,بربت,m
3224,بردیہ,m
3225,برید,m
3226,برشام,m
3227,باری,m
3228,برینکر,m
3229,بارير,m
3230,برکات,m
3231,برنا,m
3232,بروزشم,m
3233,برقی,m
3234,بارکاللہ,m
3235,برز,m
3236,بصم,m
3237,بسام,m
3238,باسعود,m
3239,بصاص,m
3240,بسیم,m
3241,بصیرت,m
3242,بسیم,m
3243,بشر,m
3244,بشارت,m
3245,باشاش,m
3246,باشی,m
3247,بشیرت,m
3248,بششر,m
3249,باسل,m
3250,باسق,m
3251,بصیرت,m
3252,بسمان,m
3253,بسّم,m
3254,بصم,m
3255,بَتل,m
3256,باتن,m
3257,باتشہ,m
3258,بايزيد,m
3259,بضاعت,m
3260,بزمی,m
3261,بيزغر,m
3262,بازير,m
3263,بازل,m
3264,بزمخ,m
3265,بیدار,m
3266,بحلول,m
3267,بہم,m
3268,بہرام,m
3269,بہرنگ,m
3270,بہروز,m
3271,بیکر,m
3272,بیرزت,m
3273,برنی,m
3274,بشترنا,m
3275,بیہار,m
3276,بِکر,m
3277,بلال,m
3278,بالليل,m
3279,بنيامين,m
3280,برجیس,m
3281,بیشارت,m
3282,بسمل,m
3283,بُبک,m
3284,بُراک,m
3285,بستان,m
3286,بولس,m
3287,بوزيد,m
3288,براهين,m
3289,بروہیر,m
3290,بديل,m
3291,بُودر,m
3292,بُہیرہ,m
3293,بہُمہ,m
3294,بُہر,m
3295,بجرا,m
3296,بوخاري,m
3297,بخشی,m
3298,بلحة,m
3299,بولس,m
3300,بنسیتھ,m
3301,بقرة,m
3302,بُراق,m
3303,بورايد,m
3304,برہان,m
3305,برج,m
3306,بُرج,m
3307,برزشن,m
3308,بُشارت,m
3309,بُشر,m
3310,بصرق,m
3311,بستان,m
3312,بُطرص,m
3313,بُرراب,m
3314,بُزابیز,m
3315,بزرگ,m
3316,کال,m
3317,کالب,m
3318,کاسپر,m
3319,چابک,m
3320, چہل,m
3321,چاخرہ,m
3322,چمالی,m
3323,چمن گل,m
3324,چنبیلی,m
3325,چانن,m
3326,چاند,m
3327,چنگیز,m
3328,كينجز,m
3329,چارلش,m
3330,چشیدہ,m
3331,چیدہ خان,m
3332,چر,m
3333,چیسی,m
3334,چراغ,m
3335,چشتی,m
3336,چترازت,m
3337,چوہان,m
3338,چوج,m
3339,سد,m
3340,کرروس,m
3341,سید,m
3342,داع,m
3343,داعي,m
3344,دبه,m
3345,دابير,m
3346,داد,m
3347,دائنودیسا,m
3348,دیپہمر,m
3349,دفینہ,m
3350,داغر,m
3351,دھک,m
3352,دهاك,m
3353,داہی,m
3354,دہم,m
3355,دہموکریتا,m
3356,دہیکا,m
3357,دائم,m
3358,دايب,m
3359,دائس,m
3360,دائپدار,m
3361,داعيا,m
3362,داخيل,m
3363,دالاج,m
3364,دلیل,m
3365,دلہم,m
3366,دالما,m
3367,دالو,m
3368,دمیر,m
3369,دمره,m
3370,دانک,m
3371,دنگھسرتا,m
3372,دانش,m
3373,دانش,m
3374,دقیق,m
3375,دارا,m
3376,درایترتھا,m
3377,درک,m
3378,دریس,m
3379,دراک,m
3380,دارفيش,m
3381,دارويش,m
3382,دارياب,m
3383,دستر,m
3384,دستگیر,m
3385,دستگیر,m
3386,دت,m
3387,دتر,m
3388,داتور,m
3389,داودي,m
3390,دولت,m
3391,داؤد,m
3392,داور,m
3393,داؤد,m
3394,دوار,m
3395,داييم,m
3396,دیان,m
3397,دین,m
3398,دکل,m
3399,دہامین,m
3400,دھمیر,m
3401,دہمیر,m
3402,ذو الفقار,m
3403,ديار,m
3404,دھشور,m
3405,دھیات,m
3406,دلاور,m
3407,دلاور,m
3408,ديلبار,m
3409,دلدار,m
3410,دلشاد,m
3411,دینار,m
3412,دیا,m
3413,دیال دین ,m
3414,دیا الدین,m
3415,دجيمل,m
3416,دوبوک,m
3417,دوراسروں,m
3418,دوست محمّد,m
3419,دون,m
3420,درون,m
3421,درجسکن,m
3422,دعا,m
3423,دغدھووا,m
3424,ڈول,m
3425,دولمه,m
3426,دراب,m
3427,درایدرشتر,m
3428,دُر,m
3429,دُشچترا,m
3430,دُوار,m
3431,عبی,m
3432,عیسٰی,m
3433,احسان,m
3434,إحترام,m
3435,عیسٰی,m
3436,اعجاز,m
3437,اقبل,m
3438,الیاس,m
3439,عماز,m
3440,ایمان,m
3441,ارچ,m
3442,ایرن,m
3443,یرخشا,m
3444,ارزو,m
3445,ارمان,m
3446,عیسی,m
3447,اسفندیار,m
3448,عشان,m
3449,اسمعیل,m
3450,اعتماد,m
3451,اعزاز,m
3452,فاز,m
3453,فضللله,m
3454,فايق,m
3455, فحیل,m
3456,فہم,m
3457,فہیم,m
3458,فاخر,m
3459,فاہمت,m
3460,فہمی,m
3461,فايد,m
3462,فائق,m
3463,فیروز,m
3464,فیض,m
3465,فیضان,m
3466,فیضل انور,m
3467,فجردن,m
3468,فاکاحت,m
3469,فاخارودداولاه,m
3470,فخر,m
3471,فاخیرہ,m
3472,فاخته,m
3473,فخر اد دولہ,m
3474,فخرت,m
3475,فخری,m
3476,فخرالدولح,m
3477,فخرے,m
3478,فاکر,m
3479,فالح,m
3480,فلک,m
3481,فعليه,m
3482,فانی,m
3483,فوزي,m
3484,فقید,m
3485,فقیر,m
3486,فاقر,m
3487,فراست,m
3488,فرادس,m
3489,فرغ,m
3490,فرج,m
3491,فرخ زاد,m
3492,فرامروز,m
3493,فراقلت,m
3494,فاراست,m
3495,فراز,m
3496,فرد,m
3497,فرداتونگھو,m
3498,فرید,m
3499,فریس,m
3500,فارز,m
3501,فرہاد,m
3502,فرحان,m
3503,فرحت,m
3504,فرہت,m
3505,فرید,m
3506,فريدون,m
3507,فارق,m
3508,فريق,m
3509,فارِت,m
3510,فاريز,m
3511,فرجام,m
3512,فرخی,m
3513,فرمدار,m
3514,فرمانلله,m
3515,فرناس,m
3516,فاروق اعظم,m
3517,فاروق,m
3518,فرقدن,m
3519,فرروخ,m
3520,فرخ,m
3521,فرشاد,m
3522,فروغ,m
3523,فاروق,m
3524,فرواه,m
3525,فرزد,m
3526,فرزین,m
3527,فساہت,m
3528,فصاحت,m
3529,فصیح,m
3530,فشتانا,m
3531,فصیح و رحمن,m
3532,فاصل,m
3533,فتا,m
3534,فتن,m
3535,فطین,m
3536,فتح,m
3537,فاتح,m
3538,فاتک,m
3539,فاطن,m
3540,فاطر,m
3541,فاتن,m
3542,فاتُن,m
3543,فواد,m
3544,فواز,m
3545,فوزان,m
3546,فیادح,m
3547,فيك,m
3548,فیصل,m
3549,فياض,m
3550,فیاض,m
3551,فیضل حق,m
3552,فضل,m
3553,فضیل,m
3554,فاضی,m
3555,فزيدن,m
3556,فضل الہی,m
3557,فضلِ رب,m
3558, فعزلهق,m
3559,فازلرب,m
3560,فضل اللہ,m
3561,فضل,m
3562,فریدون,m
3563, فرہاد,m
3564,فرمان,m
3565,فیروز,m
3566,فرزند,m
3567,فدا,m
3568,فدوی,m
3569,فيخار,m
3570,فیلسوفا,m
3571,فیراق,m
3572,فرصه,m
3573,فردوسی,m
3574,فیروز,m
3575,فورود,m
3576,فورود,m
3577,فوز,m
3578,فراختنتہ,m
3579,فراست,m
3580,فرشگارد,m
3581,فراسرتا,m
3582,فروک,m
3583,فروش,m
3584,فرینزاتا,m
3585,فرازنک,m
3586,فرازشتا,m
3587,فشد,m
3588,فودیل,m
3589,فوجئ,m
3590,فُرادا,m
3591,فروغ,m
3592,فرزه,m
3593,فرقان,m
3594,فُرست,m
3595,فُرغ الدین,m
3596,فُطُہت,m
3597,فُواد,m
3598,فیُوزت,m
3599,گبرا,m
3600,گادیل,m
3601,گہبد,m
3602,گلال,m
3603,گامالی,m
3604,گومنت,m
3605,گراگر,m
3606,گرامی,m
3607,گرودمان,m
3608,گرتمان,m
3609,گاسپرد,m
3610,گسپر,m
3611,گاؤ,m
3612,جارج,m
3613,غالب,m
3614,غازی,m
3615,غابط,m
3616,غادف,m
3617,غادی,m
3618,غادر,m
3619,غفار,m
3620,غافرو,m
3621,غفر,m
3622,غائب,m
3623,غایدن,m
3624,غیلان,m
3625,غیث,m
3626,غياث,m
3627,غختل,m
3628,غلابہ,m
3629,غالی,m
3630,غالینُس,m
3631,غلمان,m
3632,غیمازہ,m
3633,غانيم,m
3634,غنیم,m
3635,غانیہ,m
3636,غیران,m
3637,غریب,m
3638,غریزہ,m
3639,غسن,m
3640,غاسف,m
3641,غوثیہ,m
3642,غسمیر,m
3643,غطیم,m
3644,غطریف,m
3645,غور,m
3646,غوثِ اعظم,m
3647,غوانی,m
3648,غاور,m
3649,غیاب,m
3650,غایت,m
3651,غیور,m
3652,غزالي,m
3653,غزلان,m
3654,غضنفر,m
3655,غضارت,m
3656,غزوان,m
3657,غازی,m
3658,غازل,m
3659,غازی الدین,m
3660,غزنوق,m
3661,غزوی,m
3662,غیدان,m
3663,غلیبہ,m
3664,غِرنوق,m
3665,غیات,m
3666,غیاث,m
3667,غیات,m
3668,غوری,m
3669,غوث الاعظم,m
3670,غوفیر,m
3671,غلام,m
3672,غُلُبا,m
3673,غنيم,m
3674,غُرار,m
3675,غپورن,m
3676,غوتيف,m
3677,گیلانی,m
3678,جليم,m
3679,گنٹن,m
3680,غرامي,m
3681,گو,m
3682,جوجال,m
3683,گوہربار,m
3684,گونیش,m
3685,گوشتسب,m
3686,گودرز,m
3687,گوزیل,m
3688,جودا,m
3689,گل,m
3690,گل احمد,m
3691,گل رانا,m
3692,گل مست,m
3693,گل یار,m
3694, گل احمر,m
3695,گل باز,m
3696,گلفام,m
3697,گلتن,m
3698,گنج بخش,m
3699,گشتسپ,m
3700,غزير,m
3701,حادہیر,m
3702,حافظ,m
3703,حاکم,m
3704,حامد,m
3705,حانی,m
3706,حارسه,m
3707,ہارون,m
3708,حاطب,m
3709, حازق,m
3710,حبش,m
3711,هابيل,m
3712,حبيب الله,m
3713,هابيس,m
3714,حدابص,m
3715,حدف,m
3716,ہداس,m
3717,حدبر,m
3718,حداق,m
3719,حادہیر,m
3720,ہادی,m
3721,هاديد,m
3722,حاضر,m
3723,حضرمي,m
3724,حافد,m
3725,حفاوت,m
3726,حافظ,m
3727,ہافد,m
3728,حافظ,m
3729,حفيظلله,m
3730,حئی,m
3731,حیدر,m
3732,ہائل,m
3733,ہائم,m
3734,ہیسم,m
3735,حیثیت,m
3736,ہیزام,m
3737,حاجب,m
3738,حجازی,m
3739,حاجی,m
3740,حاجج,m
